Component#1,Component#2,Component#3,X#1 (molar fraction),X#2 (molar fraction),X#3 (molar fraction),I,II,III,IV,V,"Temperature, K","VdWVolume, A^3#1","VdWVolume, A^3#2","VdWVolume, A^3#3",NumHeteroatoms,RingCount,InertialShapeFactor,SpherocityIndex,Metal_frac_gen,Li,C,N,O,F,Mg,Al,P,S,Cl,K,Cr,Fe,Co,Cu,Zn,Br,train/test,"Viscosity, cP",Reference (DOI),"Viscosity_prediction, cP"
alpha-TERPINEOL,camphor,0,0.5,0.5,0,0,0,0,0,1,343.15,28.57526276,30.75526276,0,1.5,1,0.00323597279,0.5316822067,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,train,5.53,10.1016/j.foodchem.2021.131930,4.519509674
alpha-TERPINEOL,THYMOL,0,0.5,0.5,0,0,0,0,0,1,343.15,28.57526276,41.59526276,0,1.5,1,0.003674476183,0.3789610792,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,train,7.1,10.1016/j.foodchem.2021.131930,4.421257101
camphor,THYMOL,0,0.5,0.5,0,0,0,0,0,1,343.15,30.75526276,41.59526276,0,2,0,0.002862616663,0.5992984734,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,train,7.22,10.1016/j.foodchem.2021.131930,5.255373698
alpha-TERPINEOL,MENTHOL,0,0.5,0.5,0,0,0,0,0,1,343.15,28.57526276,16.61526276,0,1,2,0.003286753253,0.4295485356,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,train,6.95,10.1016/j.foodchem.2021.131930,6.010670432
Fenchol,MENTHOL,0,0.5,0.5,0,0,0,0,0,1,343.15,18.79526276,16.61526276,0,1,2.5,0.002450177116,0.6359381581,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,train,07.02,10.1016/j.foodchem.2021.131930,6.562981467
coumarin,THYMOL,0,0.5,0.5,0,0,0,0,0,1,343.15,48.17573649,41.59526276,0,2.5,0,0.003684466549,0.3933926796,0,0,9.5,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,test,6.4,10.1016/j.foodchem.2021.131930,3.635369801
Fenchol,THYMOL,0,0.5,0.5,0,0,0,0,0,1,343.15,18.79526276,41.59526276,0,1.5,1.5,0.002690100451,0.5717849865,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,train,7.3,10.1016/j.foodchem.2021.131930,5.400537768
MENTHOL,THYMOL,0,0.5,0.5,0,0,0,0,0,1,343.15,16.61526276,41.59526276,0,1.5,1,0.002913318474,0.4827624655,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,train,6.42,10.1016/j.foodchem.2021.131930,5.529818462
MENTHOL,camphor,0,0.5,0.5,0,0,0,0,0,1,353.15,16.61526276,30.75526276,0,1.5,1,0.002621172772,0.6657079173,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,train,3.62,10.1016/j.foodchem.2021.131930,3.498665865
alpha-TERPINEOL,camphor,0,0.5,0.5,0,0,0,0,0,1,353.15,28.57526276,30.75526276,0,1.5,1,0.00323597279,0.5316822067,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,train,3.32,10.1016/j.foodchem.2021.131930,3.281420933
alpha-TERPINEOL,THYMOL,0,0.5,0.5,0,0,0,0,0,1,353.15,28.57526276,41.59526276,0,1.5,1,0.003674476183,0.3789610792,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,train,5.98,10.1016/j.foodchem.2021.131930,3.304883446
camphor,THYMOL,0,0.5,0.5,0,0,0,0,0,1,353.15,30.75526276,41.59526276,0,2,0,0.002862616663,0.5992984734,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,train,5.28,10.1016/j.foodchem.2021.131930,3.770432501
alpha-TERPINEOL,MENTHOL,0,0.5,0.5,0,0,0,0,0,1,353.15,28.57526276,16.61526276,0,1,2,0.003286753253,0.4295485356,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,train,5.57,10.1016/j.foodchem.2021.131930,4.547975998
Fenchol,MENTHOL,0,0.5,0.5,0,0,0,0,0,1,353.15,18.79526276,16.61526276,0,1,2.5,0.002450177116,0.6359381581,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,train,6.28,10.1016/j.foodchem.2021.131930,4.780799078
coumarin,THYMOL,0,0.5,0.5,0,0,0,0,0,1,353.15,48.17573649,41.59526276,0,2.5,0,0.003684466549,0.3933926796,0,0,9.5,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,test,5.83,10.1016/j.foodchem.2021.131930,2.679000482
Fenchol,THYMOL,0,0.5,0.5,0,0,0,0,0,1,353.15,18.79526276,41.59526276,0,1.5,1.5,0.002690100451,0.5717849865,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,train,5.52,10.1016/j.foodchem.2021.131930,3.886435381
MENTHOL,THYMOL,0,0.5,0.5,0,0,0,0,0,1,353.15,16.61526276,41.59526276,0,1.5,1,0.002913318474,0.4827624655,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,train,5.55,10.1016/j.foodchem.2021.131930,3.979470758
MENTHOL,Eucalyptol,0,0.5,0.5,0,0,0,0,0,1,298.15,16.61526276,9.015262761,0,1.5,1,0.002747282065,0.634054706,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,train,08.04,10.1016/j.jhazmat.2021.127972,24.087059
MENTHOL,NONANOIC ACID,0,0.5,0.5,0,0,0,0,0,1,298.15,16.61526276,17.77573649,0,2.5,2.5,0.002547665636,0.4477788391,0,0,9.5,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,train,18.1,10.1016/j.jhazmat.2021.127972,18.76113642
MENTHOL,UNDECANOIC ACID,0,0.5,0.5,0,0,0,0,0,1,298.15,16.61526276,23.05478904,0,2.5,1,0.002632293725,0.3288259823,0,0,10.5,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,test,22.1,10.1016/j.jhazmat.2021.127972,17.56966519
camphor,octanoic acid,0,0.5,0.5,0,0,0,0,0,1,298.15,30.75526276,15.13621021,0,2,0,0.004056584399,0.3457931566,0,0,9,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,train,9.42,10.1016/j.jhazmat.2021.127972,13.92613074
camphor,NONANOIC ACID,0,0.5,0.5,0,0,0,0,0,1,298.15,30.75526276,17.77573649,0,3,1.5,0.002495346007,0.5350259904,0,0,9.5,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,train,10.4,10.1016/j.jhazmat.2021.127972,21.90086946
camphor,Decanoic acid,0,0.5,0.5,0,0,0,0,0,1,298.15,30.75526276,20.41526276,0,2,0,0.00318607393,0.3739412467,0,0,10,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,train,11.2,10.1016/j.jhazmat.2021.127972,21.958777
camphor,UNDECANOIC ACID,0,0.5,0.5,0,0,0,0,0,1,298.15,30.75526276,23.05478904,0,3,0,0.002580669037,0.3760485129,0,0,10.5,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,train,13.4,10.1016/j.jhazmat.2021.127972,21.05268513
THYMOL,Eucalyptol,0,0.5,0.5,0,0,0,0,0,1,298.15,41.59526276,9.015262761,0,2,0,0.003007899366,0.5691830417,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,train,21.8,10.1016/j.jhazmat.2021.127972,24.57248644
THYMOL,octanoic acid,0,0.5,0.5,0,0,0,0,0,1,298.15,41.59526276,15.13621021,0,2,0,0.004812605856,0.2451760694,0,0,9,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,train,10.17,10.1016/j.jhazmat.2021.127972,8.335899004
THYMOL,NONANOIC ACID,0,0.5,0.5,0,0,0,0,0,1,298.15,41.59526276,17.77573649,0,3,1.5,0.002791513949,0.4044663043,0,0,9.5,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,train,10.5,10.1016/j.jhazmat.2021.127972,21.05513504
THYMOL,UNDECANOIC ACID,0,0.5,0.5,0,0,0,0,0,1,298.15,41.59526276,23.05478904,0,3,0,0.002859916981,0.2999501683,0,0,10.5,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,train,12.6,10.1016/j.jhazmat.2021.127972,15.29756881
Eucalyptol,octanoic acid,0,0.5,0.5,0,0,0,0,0,1,298.15,9.015262761,15.13621021,0,2,0,0.004278150637,0.3264448519,0,0,9,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,train,5.25,10.1016/j.jhazmat.2021.127972,11.84099255
Eucalyptol,NONANOIC ACID,0,0.5,0.5,0,0,0,0,0,1,298.15,9.015262761,17.77573649,0,3,1.5,0.002603421364,0.512008833,0,0,9.5,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,train,5.89,10.1016/j.jhazmat.2021.127972,18.76428907
Eucalyptol,Decanoic acid,0,0.5,0.5,0,0,0,0,0,1,298.15,9.015262761,20.41526276,0,2,0,0.00332264138,0.3572482843,0,0,10,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,train,6.37,10.1016/j.jhazmat.2021.127972,17.71237452
Eucalyptol,UNDECANOIC ACID,0,0.5,0.5,0,0,0,0,0,1,298.15,9.015262761,23.05478904,0,3,0,0.002672511914,0.362117961,0,0,10.5,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,train,6.8,10.1016/j.jhazmat.2021.127972,18.9602172
Eucalyptol,lauric acid,0,0.5,0.5,0,0,0,0,0,1,298.15,9.015262761,25.69431531,0,2.5,0,0.002155857384,0.3980394485,0,0,11,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,train,7.16,10.1016/j.jhazmat.2021.127972,20.55191052
octanoic acid,NONANOIC ACID,0,0.5,0.5,0,0,0,0,0,1,298.15,15.13621021,17.77573649,0,3,1.5,0.00390949684,0.2527851161,0,0,8.5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,train,6.36,10.1016/j.jhazmat.2021.127972,13.65205836
octanoic acid,Decanoic acid,0,0.5,0.5,0,0,0,0,0,1,298.15,15.13621021,20.41526276,0,2,0,0.005090981284,0.1763765528,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,train,7.44,10.1016/j.jhazmat.2021.127972,9.85949851
octanoic acid,UNDECANOIC ACID,0,0.5,0.5,0,0,0,0,0,1,298.15,15.13621021,23.05478904,0,3,0,0.003763124874,0.2039203976,0,0,9.5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,train,9.61,10.1016/j.jhazmat.2021.127972,12.09944455
NONANOIC ACID,Decanoic acid,0,0.5,0.5,0,0,0,0,0,1,298.15,17.77573649,20.41526276,0,3,1.5,0.003071938699,0.2858500101,0,0,9.5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,train,8.1,10.1016/j.jhazmat.2021.127972,15.22527036
NONANOIC ACID,UNDECANOIC ACID,0,0.5,0.5,0,0,0,0,0,1,298.15,17.77573649,23.05478904,0,4,1.5,0.002509320095,0.2995401832,0,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,train,10.16,10.1016/j.jhazmat.2021.127972,16.07708331
Decanoic acid,UNDECANOIC ACID,0,0.5,0.5,0,0,0,0,0,1,298.15,20.41526276,23.05478904,0,3,0,0.002996893419,0.2333784966,0,0,10.5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,train,12.11,10.1016/j.jhazmat.2021.127972,15.37884713
imidazole,Ethanolamine,0,0.333,0.667,0,0,0,0,0,1,298.15,-6.781421172,-18.64094745,0,2.334,0.333,0.01799994129,0.5253433386,0,0,2.333,1.333,0.667,0,0,0,0,0,0,0,0,0,0,0,0,0,test,19.7,10.1016/j.jmgm.2022.108319,28.40958784
imidazole,Ethanolamine,0,0.333,0.667,0,0,0,0,0,1,308.15,-6.781421172,-18.64094745,0,2.334,0.333,0.01799994129,0.5253433386,0,0,2.333,1.333,0.667,0,0,0,0,0,0,0,0,0,0,0,0,0,test,10.2,10.1016/j.jmgm.2022.108319,19.41483247
imidazole,Ethanolamine,0,0.333,0.667,0,0,0,0,0,1,318.15,-6.781421172,-18.64094745,0,2.334,0.333,0.01799994129,0.5253433386,0,0,2.333,1.333,0.667,0,0,0,0,0,0,0,0,0,0,0,0,0,test,6.96,10.1016/j.jmgm.2022.108319,10.87306173
imidazole,Ethanolamine,0,0.333,0.667,0,0,0,0,0,1,328.15,-6.781421172,-18.64094745,0,2.334,0.333,0.01799994129,0.5253433386,0,0,2.333,1.333,0.667,0,0,0,0,0,0,0,0,0,0,0,0,0,test,4.98,10.1016/j.jmgm.2022.108319,9.146878055
imidazole,Ethanolamine,0,0.333,0.667,0,0,0,0,0,1,338.15,-6.781421172,-18.64094745,0,2.334,0.333,0.01799994129,0.5253433386,0,0,2.333,1.333,0.667,0,0,0,0,0,0,0,0,0,0,0,0,0,test,3.75,10.1016/j.jmgm.2022.108319,7.58581041
imidazole,Ethanolamine,0,0.25,0.75,0,0,0,0,0,1,298.15,-6.781421172,-18.64094745,0,2.5,0.25,0.0192984951,0.5018687092,0,0,2.25,1.25,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,test,18.9,10.1016/j.jmgm.2022.108319,27.37751088
imidazole,Ethanolamine,0,0.25,0.75,0,0,0,0,0,1,308.15,-6.781421172,-18.64094745,0,2.5,0.25,0.0192984951,0.5018687092,0,0,2.25,1.25,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,test,10.1,10.1016/j.jmgm.2022.108319,18.0549775
imidazole,Ethanolamine,0,0.25,0.75,0,0,0,0,0,1,318.15,-6.781421172,-18.64094745,0,2.5,0.25,0.0192984951,0.5018687092,0,0,2.25,1.25,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,test,6.92,10.1016/j.jmgm.2022.108319,9.884207644
imidazole,Ethanolamine,0,0.25,0.75,0,0,0,0,0,1,328.15,-6.781421172,-18.64094745,0,2.5,0.25,0.0192984951,0.5018687092,0,0,2.25,1.25,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,test,4.89,10.1016/j.jmgm.2022.108319,7.716291733
imidazole,Ethanolamine,0,0.25,0.75,0,0,0,0,0,1,338.15,-6.781421172,-18.64094745,0,2.5,0.25,0.0192984951,0.5018687092,0,0,2.25,1.25,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,test,3.69,10.1016/j.jmgm.2022.108319,6.276583646
imidazole,Ethanolamine,0,0.2,0.8,0,0,0,0,0,1,298.15,-6.781421172,-18.64094745,0,2.6,0.2,0.02012342456,0.4879606048,0,0,2.2,1.2,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,test,17,10.1016/j.jmgm.2022.108319,5.973759929
imidazole,Ethanolamine,0,0.2,0.8,0,0,0,0,0,1,308.15,-6.781421172,-18.64094745,0,2.6,0.2,0.02012342456,0.4879606048,0,0,2.2,1.2,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,test,9.66,10.1016/j.jmgm.2022.108319,3.759021731
imidazole,Ethanolamine,0,0.2,0.8,0,0,0,0,0,1,318.15,-6.781421172,-18.64094745,0,2.6,0.2,0.02012342456,0.4879606048,0,0,2.2,1.2,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,test,6.42,10.1016/j.jmgm.2022.108319,2.092693935
imidazole,Ethanolamine,0,0.2,0.8,0,0,0,0,0,1,328.15,-6.781421172,-18.64094745,0,2.6,0.2,0.02012342456,0.4879606048,0,0,2.2,1.2,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,test,4.53,10.1016/j.jmgm.2022.108319,1.628106718
imidazole,Ethanolamine,0,0.2,0.8,0,0,0,0,0,1,338.15,-6.781421172,-18.64094745,0,2.6,0.2,0.02012342456,0.4879606048,0,0,2.2,1.2,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,test,3.21,10.1016/j.jmgm.2022.108319,1.492412444
imidazole,Ethanolamine,0,0.167,0.833,0,0,0,0,0,1,298.15,-6.781421172,-18.64094745,0,2.666,0.167,0.02068677694,0.4788753526,0,0,2.167,1.167,0.833,0,0,0,0,0,0,0,0,0,0,0,0,0,test,18.3,10.1016/j.jmgm.2022.108319,5.623775727
imidazole,Ethanolamine,0,0.167,0.833,0,0,0,0,0,1,308.15,-6.781421172,-18.64094745,0,2.666,0.167,0.02068677694,0.4788753526,0,0,2.167,1.167,0.833,0,0,0,0,0,0,0,0,0,0,0,0,0,test,12.4,10.1016/j.jmgm.2022.108319,3.538792221
imidazole,Ethanolamine,0,0.167,0.833,0,0,0,0,0,1,318.15,-6.781421172,-18.64094745,0,2.666,0.167,0.02068677694,0.4788753526,0,0,2.167,1.167,0.833,0,0,0,0,0,0,0,0,0,0,0,0,0,test,8.2,10.1016/j.jmgm.2022.108319,1.972415853
imidazole,Ethanolamine,0,0.167,0.833,0,0,0,0,0,1,328.15,-6.781421172,-18.64094745,0,2.666,0.167,0.02068677694,0.4788753526,0,0,2.167,1.167,0.833,0,0,0,0,0,0,0,0,0,0,0,0,0,test,5.6,10.1016/j.jmgm.2022.108319,1.534530896
imidazole,Ethanolamine,0,0.167,0.833,0,0,0,0,0,1,338.15,-6.781421172,-18.64094745,0,2.666,0.167,0.02068677694,0.4788753526,0,0,2.167,1.167,0.833,0,0,0,0,0,0,0,0,0,0,0,0,0,test,4.2,10.1016/j.jmgm.2022.108319,1.472028238
imidazole,Ethanolamine,0,0.143,0.857,0,0,0,0,0,1,298.15,-6.781421172,-18.64094745,0,2.714,0.143,0.02110639009,0.472314274,0,0,2.143,1.143,0.857,0,0,0,0,0,0,0,0,0,0,0,0,0,test,18.8,10.1016/j.jmgm.2022.108319,4.787181187
imidazole,Ethanolamine,0,0.143,0.857,0,0,0,0,0,1,308.15,-6.781421172,-18.64094745,0,2.714,0.143,0.02110639009,0.472314274,0,0,2.143,1.143,0.857,0,0,0,0,0,0,0,0,0,0,0,0,0,test,12.8,10.1016/j.jmgm.2022.108319,3.005833437
imidazole,Ethanolamine,0,0.143,0.857,0,0,0,0,0,1,318.15,-6.781421172,-18.64094745,0,2.714,0.143,0.02110639009,0.472314274,0,0,2.143,1.143,0.857,0,0,0,0,0,0,0,0,0,0,0,0,0,test,8.5,10.1016/j.jmgm.2022.108319,1.68114399
imidazole,Ethanolamine,0,0.143,0.857,0,0,0,0,0,1,328.15,-6.781421172,-18.64094745,0,2.714,0.143,0.02110639009,0.472314274,0,0,2.143,1.143,0.857,0,0,0,0,0,0,0,0,0,0,0,0,0,test,5.8,10.1016/j.jmgm.2022.108319,1.303343662
imidazole,Ethanolamine,0,0.143,0.857,0,0,0,0,0,1,338.15,-6.781421172,-18.64094745,0,2.714,0.143,0.02110639009,0.472314274,0,0,2.143,1.143,0.857,0,0,0,0,0,0,0,0,0,0,0,0,0,test,4.4,10.1016/j.jmgm.2022.108319,1.266043001
L-lysine,HEXANOIC ACID,0,0.333,0.667,0,0,0,0,0,1,293.15,-14.06284234,9.857157657,0,2.667,0,0.004099828159,0.4643333713,0,0,6,0.666,2,0,0,0,0,0,0,0,0,0,0,0,0,0,train,5.1,10.1016/j.jcou.2022.102217,7.563631204
L-lysine,HEXANOIC ACID,0,0.333,0.667,0,0,0,0,0,1,298.15,-14.06284234,9.857157657,0,2.667,0,0.004099828159,0.4643333713,0,0,6,0.666,2,0,0,0,0,0,0,0,0,0,0,0,0,0,train,2.6,10.1016/j.jcou.2022.102217,4.299909574
L-lysine,HEXANOIC ACID,0,0.333,0.667,0,0,0,0,0,1,303.15,-14.06284234,9.857157657,0,2.667,0,0.004099828159,0.4643333713,0,0,6,0.666,2,0,0,0,0,0,0,0,0,0,0,0,0,0,train,1.2,10.1016/j.jcou.2022.102217,3.486097797
L-lysine,HEXANOIC ACID,0,0.333,0.667,0,0,0,0,0,1,308.15,-14.06284234,9.857157657,0,2.667,0,0.004099828159,0.4643333713,0,0,6,0.666,2,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0.5,10.1016/j.jcou.2022.102217,2.091696592
L-lysine,HEXANOIC ACID,0,0.333,0.667,0,0,0,0,0,1,313.15,-14.06284234,9.857157657,0,2.667,0,0.004099828159,0.4643333713,0,0,6,0.666,2,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0.2,10.1016/j.jcou.2022.102217,1.334250921
L-lysine,HEXANOIC ACID,0,0.333,0.667,0,0,0,0,0,1,318.15,-14.06284234,9.857157657,0,2.667,0,0.004099828159,0.4643333713,0,0,6,0.666,2,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0.1,10.1016/j.jcou.2022.102217,1.005607799
L-lysine,HEXANOIC ACID,0,0.333,0.667,0,0,0,0,0,1,323.15,-14.06284234,9.857157657,0,2.667,0,0.004099828159,0.4643333713,0,0,6,0.666,2,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0.065,10.1016/j.jcou.2022.102217,0.9207699742
L-alanine,HEXANOIC ACID,0,0.333,0.667,0,0,0,0,0,1,293.15,-10.02142117,9.857157657,0,3.666,0.333,0.005530217907,0.5193718101,0,0,5.001,0.333,2,0,0,0,0,0,0,0,0,0,0,0,0,0,train,8.6,10.1016/j.jcou.2022.102217,18.32295243
L-alanine,HEXANOIC ACID,0,0.333,0.667,0,0,0,0,0,1,298.15,-10.02142117,9.857157657,0,3.666,0.333,0.005530217907,0.5193718101,0,0,5.001,0.333,2,0,0,0,0,0,0,0,0,0,0,0,0,0,train,5.6,10.1016/j.jcou.2022.102217,10.9910295
L-alanine,HEXANOIC ACID,0,0.333,0.667,0,0,0,0,0,1,303.15,-10.02142117,9.857157657,0,3.666,0.333,0.005530217907,0.5193718101,0,0,5.001,0.333,2,0,0,0,0,0,0,0,0,0,0,0,0,0,train,2.9,10.1016/j.jcou.2022.102217,8.910839417
L-alanine,HEXANOIC ACID,0,0.333,0.667,0,0,0,0,0,1,308.15,-10.02142117,9.857157657,0,3.666,0.333,0.005530217907,0.5193718101,0,0,5.001,0.333,2,0,0,0,0,0,0,0,0,0,0,0,0,0,train,1.5,10.1016/j.jcou.2022.102217,5.50794374
L-alanine,HEXANOIC ACID,0,0.333,0.667,0,0,0,0,0,1,313.15,-10.02142117,9.857157657,0,3.666,0.333,0.005530217907,0.5193718101,0,0,5.001,0.333,2,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0.7,10.1016/j.jcou.2022.102217,3.626027378
L-alanine,HEXANOIC ACID,0,0.333,0.667,0,0,0,0,0,1,318.15,-10.02142117,9.857157657,0,3.666,0.333,0.005530217907,0.5193718101,0,0,5.001,0.333,2,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0.3,10.1016/j.jcou.2022.102217,2.769055483
L-alanine,HEXANOIC ACID,0,0.333,0.667,0,0,0,0,0,1,323.15,-10.02142117,9.857157657,0,3.666,0.333,0.005530217907,0.5193718101,0,0,5.001,0.333,2,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0.12,10.1016/j.jcou.2022.102217,2.511467569
L-histidine,HEXANOIC ACID,0,0.333,0.667,0,0,0,0,0,1,293.15,-10.82284234,9.857157657,0,4.665,0,0.004399410488,0.4247046539,0,0,6,0.999,2,0,0,0,0,0,0,0,0,0,0,0,0,0,train,6.6,10.1016/j.jcou.2022.102217,7.318366391
L-histidine,HEXANOIC ACID,0,0.333,0.667,0,0,0,0,0,1,298.15,-10.82284234,9.857157657,0,4.665,0,0.004399410488,0.4247046539,0,0,6,0.999,2,0,0,0,0,0,0,0,0,0,0,0,0,0,train,3.8,10.1016/j.jcou.2022.102217,4.178742927
L-histidine,HEXANOIC ACID,0,0.333,0.667,0,0,0,0,0,1,303.15,-10.82284234,9.857157657,0,4.665,0,0.004399410488,0.4247046539,0,0,6,0.999,2,0,0,0,0,0,0,0,0,0,0,0,0,0,train,2.6,10.1016/j.jcou.2022.102217,3.310177893
L-histidine,HEXANOIC ACID,0,0.333,0.667,0,0,0,0,0,1,308.15,-10.82284234,9.857157657,0,4.665,0,0.004399410488,0.4247046539,0,0,6,0.999,2,0,0,0,0,0,0,0,0,0,0,0,0,0,train,1.2,10.1016/j.jcou.2022.102217,1.937253198
L-histidine,HEXANOIC ACID,0,0.333,0.667,0,0,0,0,0,1,313.15,-10.82284234,9.857157657,0,4.665,0,0.004399410488,0.4247046539,0,0,6,0.999,2,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0.5,10.1016/j.jcou.2022.102217,1.252166408
L-histidine,HEXANOIC ACID,0,0.333,0.667,0,0,0,0,0,1,318.15,-10.82284234,9.857157657,0,4.665,0,0.004399410488,0.4247046539,0,0,6,0.999,2,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0.2,10.1016/j.jcou.2022.102217,0.9437417542
L-histidine,HEXANOIC ACID,0,0.333,0.667,0,0,0,0,0,1,323.15,-10.82284234,9.857157657,0,4.665,0,0.004399410488,0.4247046539,0,0,6,0.999,2,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0.1,10.1016/j.jcou.2022.102217,0.8865371468
L-cystine,HEXANOIC ACID,0,0.333,0.667,0,0,0,0,0,1,293.15,-26.02284234,9.857157657,0,2.667,0,0.003403290266,0.3564914169,0,0,6,0.666,2.666,0,0,0,0,0.666,0,0,0,0,0,0,0,0,test,13.2,10.1016/j.jcou.2022.102217,19.86913889
L-cystine,HEXANOIC ACID,0,0.333,0.667,0,0,0,0,0,1,298.15,-26.02284234,9.857157657,0,2.667,0,0.003403290266,0.3564914169,0,0,6,0.666,2.666,0,0,0,0,0.666,0,0,0,0,0,0,0,0,test,7.8,10.1016/j.jcou.2022.102217,11.83772405
L-cystine,HEXANOIC ACID,0,0.333,0.667,0,0,0,0,0,1,303.15,-26.02284234,9.857157657,0,2.667,0,0.003403290266,0.3564914169,0,0,6,0.666,2.666,0,0,0,0,0.666,0,0,0,0,0,0,0,0,test,4.1,10.1016/j.jcou.2022.102217,9.171346211
L-cystine,HEXANOIC ACID,0,0.333,0.667,0,0,0,0,0,1,308.15,-26.02284234,9.857157657,0,2.667,0,0.003403290266,0.3564914169,0,0,6,0.666,2.666,0,0,0,0,0.666,0,0,0,0,0,0,0,0,test,2.4,10.1016/j.jcou.2022.102217,6.05666187
L-cystine,HEXANOIC ACID,0,0.333,0.667,0,0,0,0,0,1,313.15,-26.02284234,9.857157657,0,2.667,0,0.003403290266,0.3564914169,0,0,6,0.666,2.666,0,0,0,0,0.666,0,0,0,0,0,0,0,0,test,1.1,10.1016/j.jcou.2022.102217,3.878290393
L-cystine,HEXANOIC ACID,0,0.333,0.667,0,0,0,0,0,1,318.15,-26.02284234,9.857157657,0,2.667,0,0.003403290266,0.3564914169,0,0,6,0.666,2.666,0,0,0,0,0.666,0,0,0,0,0,0,0,0,test,0.6,10.1016/j.jcou.2022.102217,2.996638635
L-cystine,HEXANOIC ACID,0,0.333,0.667,0,0,0,0,0,1,323.15,-26.02284234,9.857157657,0,2.667,0,0.003403290266,0.3564914169,0,0,6,0.666,2.666,0,0,0,0,0.666,0,0,0,0,0,0,0,0,test,0.25,10.1016/j.jcou.2022.102217,2.772485973
L-lysine,oxalic acid,0,0.333,0.667,0,0,0,0,0,1,293.15,-14.06284234,-0.7009474478,0,2,2.001,0.005436331438,0.4592948709,0,0,3.332,0.666,3.334,0,0,0,0,0,0,0,0,0,0,0,0,0,train,7.4,10.1016/j.jcou.2022.102217,7.744098175
L-lysine,oxalic acid,0,0.333,0.667,0,0,0,0,0,1,298.15,-14.06284234,-0.7009474478,0,2,2.001,0.005436331438,0.4592948709,0,0,3.332,0.666,3.334,0,0,0,0,0,0,0,0,0,0,0,0,0,train,5.8,10.1016/j.jcou.2022.102217,4.499718865
